replicate,easy_swap,hard_swap,easy_minus_hard,weighted_linear_slope_per_abs_z
6281,0.4288243626062323,0.4000242954324587,0.02880006717377359,0.0031100122015208153
6282,0.39345887016848363,0.4121859296482412,-0.018727059479757557,-0.02952849366585749
6283,0.39596114519427406,0.3777724204435873,0.01818872475068678,-0.006639942724738492
6284,0.4050438596491228,0.4234126984126984,-0.01836883876357559,-0.015407713741679298
6285,0.4018397177419355,0.39688818565400846,0.004951532087927035,0.00013200935989832424
6286,0.3981003752345216,0.4056001890359168,-0.00749981380139525,-0.010224693976183986
6287,0.39458333333333334,0.4071279916753382,-0.012544658342004855,-0.011583490110248177
6288,0.3882924335378323,0.40740266393442626,-0.01911023039659393,-0.01545920177935934
6289,0.38801518438177873,0.4010622529644269,-0.013047068582648147,-0.011641834439513611
6290,0.39492753623188404,0.40618932038834954,-0.011261784156465504,-0.004230882021376834
6291,0.382026291931097,0.42822164948453606,-0.046195357553439065,-0.032309563177154214
6292,0.396099116781158,0.4022585669781931,-0.006159450197035121,-0.008758762285033857
6293,0.41921342685370744,0.4173706441393875,0.0018427827143199238,-0.01691689648605859
6294,0.3928066037735849,0.3894230769230769,0.0033835268505079674,-0.006588763912023119
6295,0.4199852507374631,0.42122781065088755,-0.0012425599134244236,-0.00284189166923348
6296,0.3799738219895288,0.3921937751004016,-0.012219953110872817,-0.022950377745416622
6297,0.37189672293942405,0.4075520833333333,-0.03565536039390926,-0.03138602753618772
6298,0.4090144230769231,0.413880042462845,-0.004865619385921893,-0.014379940307223728
6299,0.39692008879023305,0.4010934393638171,-0.004173350573584034,-0.010923870996675421
6300,0.38252256770310933,0.41525205761316875,-0.03272948991005942,-0.02172860373635452
